Year,Crop,CDL_m2,Comm_m2,CDL_Acres,Comm_Acres,CoA_Data_Item(s),CoA_Acres,CV%,SD,LL,UL,Notes,Within_90_CI?,State_Adj_Ratio,Ratio_Greater_Than_1?,Omission-Adjustment,Adjustment_Code
2013,51,8848800,8433015.008,2186.582724,2084,"CHERRIES, SWEET - ACRES BEARING & NON-BEARING",971,21.9,212.649,621.192395,1320.807605,,N,0.465966638,N,Multiply probability by state adjustment ratio,2
2013,52,7200,5276.431647,1.779156,1,PEACHES - ACRES BEARING & NON-BEARING,26,6.9,1.794,23.04887,28.95113,,N,19.9412096,Y,Omisison-adjustment raster from NLCD,3
2013,53,458100,445165.4654,113.1988005,110,APPLES - ACRES BEARING & NON-BEARING,629,31.4,197.506,304.10263,953.89737,,N,5.718046023,Y,Omisison-adjustment raster from NLCD,3
2013,54,98344800,95831144.04,24301.4918,23680,GRAPES - ACRES BEARING & NON-BEARING,20469,6.5,1330.485,18280.35218,22657.64783,,N,0.864387385,N,Multiply probability by state adjustment ratio,2
2013,55,18900,15362.09229,4.6702845,4,"CHESTNUTS - ACRES BEARING & NON-BEARING; FIGS - ACRES BEARING & NON-BEARING; GUAVAS - ACRES BEARING & NON-BEARING; KIWIFRUIT - ACRES BEARING & NON-BEARING; NON-CITRUS, OTHER, (EXCL BERRIES) - ACRES BEARING & NON-BEARING; PERSIMMONS - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2013,56,0,0,0,0,"CITRUS, OTHER - ACRES BEARING & NON-BEARING; LEMONS - ACRES BEARING & NON-BEARING; TANGERINES - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2013,57,2700,2700,0.6671835,1,PECANS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2013,58,1373400,1230396.728,339.374007,304,ALMONDS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2013,59,7061400,6247511.381,1744.907247,1544,"WALNUTS, ENGLISH - ACRES BEARING & NON-BEARING",413,9.9,40.887,345.740885,480.259115,,N,0.267523207,N,Multiply probability by state adjustment ratio,2
2013,60,21977100,20905215.94,5430.651296,5166,PEARS - ACRES BEARING & NON-BEARING,5143,13.8,709.734,3975.48757,6310.51243,,Y,0.995589559,N,NA,1
2013,61,3600,1976.021712,0.889578,0,PISTACHIOS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2013,62,11896200,11830787.86,2939.610501,2923,TRITICALE - ACRES HARVESTED,1596,9.7,154.812,1341.33426,1850.66574,,N,0.545930913,N,Multiply probability by state adjustment ratio,2
2013,63,0,0,0,0,CARROTS - ACRES HARVESTED,2,30,0.6,1.013,2.987,,NA,NA,NA,NA,4
2013,64,1079100,1077689.176,266.6510055,266,ASPARAGUS - ACRES HARVESTED,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2013,65,0,0,0,0,GARLIC - ACRES HARVESTED,4,24.4,0.976,2.39448,5.60552,,NA,NA,NA,NA,4
2013,66,0,0,0,0,"MELONS, CANTALOUP - ACRES HARVESTED",26,11.6,3.016,21.03868,30.96132,,NA,NA,NA,NA,4
2013,67,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2013,68,1001700,908080.8077,247.5250785,224,OLIVES - ACRES BEARING & NON-BEARING,44,20.5,9.02,29.1621,58.8379,,N,0.196086027,N,Multiply probability by state adjustment ratio,2
2013,69,900,900,0.2223945,0,ORANGES - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2013,70,900,900,0.2223945,0,"MELONS, HONEYDEW - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2013,71,0,0,0,0,BROCCOLI - ACRES HARVESTED,9,12.6,1.134,7.13457,10.86543,,NA,NA,NA,NA,4
2013,72,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2013,73,9000,9000,2.223945,2,"PEPPERS, BELL - ACRES HARVESTED; PEPPERS, CHILE - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2013,74,2700,2419.818874,0.6671835,1,POMEGRANATES - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2013,75,0,0,0,0,NECTARINES - ACRES BEARING & NON-BEARING,11,10.2,1.122,9.15431,12.84569,,NA,NA,NA,NA,4
2013,76,0,0,0,0,"GREENS, COLLARD - ACRES HARVESTED; GREENS, KALE - ACRES HARVESTED; GREENS, MUSTARD - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2013,77,140400,118082.1541,34.693542,29,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING; PLUMS - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2013,78,0,0,0,0,STRAWBERRIES - ACRES GROWN,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2013,79,402300,0,99.4103415,0,SQUASH - ACRES HARVESTED,42,30.4,12.768,20.99664,63.00336,,NA,NA,NA,NA,5
2013,80,0,0,0,0,APRICOTS - ACRES BEARING & NON-BEARING,7,20.3,1.421,4.662455,9.337545,,NA,NA,NA,NA,4
2013,81,811800,212131.3439,200.599839,52,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2013,82,0,0,0,0,LETTUCE - ACRES HARVESTED,48,13.2,6.336,37.57728,58.42272,,NA,NA,NA,NA,4
2013,83,279000,279000,68.942295,69,PUMPKINS - ACRES HARVESTED,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2013,84,0,0,0,0,"BLUEBERRIES, TAME - ACRES GROWN; BLUEBERRIES, WILD - ACRES GROWN",NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2013,85,0,0,0,0,"CABBAGE, CHINESE - ACRES HARVESTED; CABBAGE, HEAD - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2013,86,0,0,0,0,CAULIFLOWER - ACRES HARVESTED,1,14.7,0.147,0.758185,1.241815,,NA,NA,NA,NA,4
2013,87,0,0,0,0,CELERY - ACRES HARVESTED,6,15.3,0.918,4.48989,7.51011,,NA,NA,NA,NA,4
2013,88,0,0,0,0,RADISHES - ACRES HARVESTED,1,16.4,0.164,0.73022,1.26978,,NA,NA,NA,NA,4
2013,89,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2013,90,0,0,0,0,EGGPLANT - ACRES HARVESTED,23,15.4,3.542,17.17341,28.82659,,NA,NA,NA,NA,4
2013,91,0,0,0,0,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2013,92,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,1,105672600,104744234.9,26112.22782,25883,"CORN, GRAIN - ACRES HARVESTED; CORN, SILAGE - ACRES HARVESTED",21808,2.690040574,586.6440483,20842.97054,22773.02946,,N,0.842566478,N,Multiply probability by state adjustment ratio,2
2014,2,6300,3600,1.5567615,1,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,3,32971500,32908217.32,8147.422508,8132,RICE - ACRES HARVESTED,2040,10.2,208.08,1697.7084,2382.2916,,N,0.250867428,N,Multiply probability by state adjustment ratio,2
2014,4,513000,477187.8414,126.764865,118,"SORGHUM, GRAIN - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,5,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,6,3493800,3410194.208,863.335449,843,SUNFLOWER - ACRES HARVESTED,1350,18.2,245.7,945.8235,1754.1765,,N,1.602039142,Y,Omisison-adjustment raster from NLCD,3
2014,7,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,8,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,9,3600,3600,0.889578,1,SWEET CORN - ACRES HARVESTED,647,11.9,76.993,520.346515,773.653485,,N,727.311152,Y,Omisison-adjustment raster from NLCD,3
2014,10,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,11,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,12,76500,72124.67819,18.9035325,18,BARLEY - ACRES HARVESTED,700,33,231,320.005,1079.995,,N,39.27648538,Y,Omisison-adjustment raster from NLCD,3
2014,13,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,14,70200,67096.33437,17.346771,17,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,15,44637300,39067115.96,11030.10002,9654,"WHEAT, WINTER - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,16,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,17,36900,34871.79554,9.1181745,9,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,18,10241100,9101763.137,2530.627016,2249,OATS - ACRES HARVESTED,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,19,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,20,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,21,900,0,0.2223945,0,,0,0,0,0,0,,NA,NA,NA,NA,5
2014,22,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,23,4621500,4492533.345,1141.995758,1110,SAFFLOWER - ACRES HARVESTED,1348,5.5,74.14,1226.0397,1469.9603,,N,1.214274989,Y,Omisison-adjustment raster from NLCD,3
2014,24,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,25,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,26,127966500,104551661.5,31621.16198,25835,"HAY, ALFALFA - ACRES HARVESTED; HAYLAGE, ALFALFA - ACRES HARVESTED; LEGUMES, ALFALFA, SEED - ACRES HARVESTED",9825,9.466031106,930.0375561,8295.08822,11354.91178,,N,0.380294537,N,Multiply probability by state adjustment ratio,2
2014,27,940173300,604671748.8,232321.5233,149417,"HAY, SMALL GRAIN - ACRES HARVESTED; HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED; HAY, WILD - ACRES HARVESTED; HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",18575,9.890760877,1837.208833,15552.79147,21597.20853,,N,0.124316167,N,Multiply probability by state adjustment ratio,2
2014,28,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,29,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,30,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,31,2984400,2964589.487,737.460162,733,"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,32,214200,166117.2297,52.929891,41,POTATOES - ACRES HARVESTED,5,13.5,0.675,3.889625,6.110375,,N,0.121807433,N,Multiply probability by state adjustment ratio,2
2014,33,79200,53998.68864,19.570716,13,"FIELD CROPS, OTHER - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,34,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,35,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,36,22500,19864.94425,5.5598625,5,"ARTICHOKES - ACRES HARVESTED; BEANS, GREEN, LIMA - ACRES HARVESTED; BEANS, SNAP - ACRES HARVESTED; BEETS - ACRES HARVESTED; BRUSSELS SPROUTS - ACRES HARVESTED; OKRA - ACRES HARVESTED; PARSLEY - ACRES HARVESTED; SPINACH - ACRES HARVESTED; VEGETABLE SEEDS, IN THE OPEN - ACRES IN PRODUCTION; VEGETABLES, OTHER - ACRES HARVESTED; WATERCRESS - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,37,66600,57148.67656,16.457193,14,"MELONS, WATERMELON - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,38,124200,119042.3093,30.690441,29,"ONIONS, DRY - ACRES HARVESTED; ONIONS, GREEN - ACRES HARVESTED",54,13.90281968,7.507522627,41.65012528,66.34987472,,N,1.835738785,Y,Omisison-adjustment raster from NLCD,3
2014,39,0,0,0,0,CUCUMBERS - ACRES HARVESTED,30,60.3,18.09,0.24195,59.75805,,NA,NA,NA,NA,4
2014,40,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,41,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,42,27900,26185.36123,6.8942295,6,"PEAS, CHINESE (SUGAR & SNOW) - ACRES HARVESTED",18,18.4,3.312,12.55176,23.44824,,N,2.781841633,Y,Omisison-adjustment raster from NLCD,3
2014,43,22066200,21851777.62,5452.668351,5400,"TOMATOES, IN THE OPEN - ACRES HARVESTED",2056,7.8,160.368,1792.19464,2319.80536,,N,0.380763057,N,Multiply probability by state adjustment ratio,2
2014,44,0,0,0,0,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN; LOGANBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2014,45,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,46,2700,1938.248283,0.6671835,0,"HERBS, FRESH CUT - ACRES HARVESTED",4,17.2,0.688,2.86824,5.13176,,N,8.351587781,Y,Omisison-adjustment raster from NLCD,3
2014,47,8451900,7613269.367,2088.50675,1881,"LEGUMES, CLOVER, LADINO, SEED - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,48,3366000,3240541.954,831.75543,801,"GRASSES, SUDANGRASS, SEED - ACRES HARVESTED; SOD - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,49,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,50,92929500,78095926.96,22963.3441,19298,"AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED), CULTIVATED SUMMER FALLOW - ACRES; AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED), IDLE - ACRES",5913,10.32164083,610.3186225,4909.025866,6916.974134,,N,0.306406491,N,Multiply probability by state adjustment ratio,2
2014,51,4313700,4030993.902,1065.936839,996,"CHERRIES, SWEET - ACRES BEARING & NON-BEARING",971,21.9,212.649,621.192395,1320.807605,,Y,0.974822525,N,NA,1
2014,52,18000,11307.35953,4.44789,3,PEACHES - ACRES BEARING & NON-BEARING,26,6.9,1.794,23.04887,28.95113,,N,9.305305025,Y,Omisison-adjustment raster from NLCD,3
2014,53,198900,179274.7106,49.1491845,44,APPLES - ACRES BEARING & NON-BEARING,629,31.4,197.506,304.10263,953.89737,,N,14.19874901,Y,Omisison-adjustment raster from NLCD,3
2014,54,126353700,118178048.3,31222.63104,29202,GRAPES - ACRES BEARING & NON-BEARING,20469,6.5,1330.485,18280.35218,22657.64783,,N,0.70093586,N,Multiply probability by state adjustment ratio,2
2014,55,33300,32380.79712,8.2285965,8,"CHESTNUTS - ACRES BEARING & NON-BEARING; FIGS - ACRES BEARING & NON-BEARING; GUAVAS - ACRES BEARING & NON-BEARING; KIWIFRUIT - ACRES BEARING & NON-BEARING; NON-CITRUS, OTHER, (EXCL BERRIES) - ACRES BEARING & NON-BEARING; PERSIMMONS - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,56,900,551.3822757,0.2223945,0,"CITRUS, OTHER - ACRES BEARING & NON-BEARING; LEMONS - ACRES BEARING & NON-BEARING; TANGERINES - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,57,0,0,0,0,PECANS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2014,58,3909600,3268811.992,966.081708,808,ALMONDS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,59,7149600,5870223.074,1766.701908,1451,"WALNUTS, ENGLISH - ACRES BEARING & NON-BEARING",413,9.9,40.887,345.740885,480.259115,,N,0.284717337,N,Multiply probability by state adjustment ratio,2
2014,60,23201100,21572815.16,5733.107816,5331,PEARS - ACRES BEARING & NON-BEARING,5143,13.8,709.734,3975.48757,6310.51243,,Y,0.964779727,N,NA,1
2014,61,775800,686777.1884,191.704059,170,PISTACHIOS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,62,22720500,21771702.98,5614.349153,5380,TRITICALE - ACRES HARVESTED,1596,9.7,154.812,1341.33426,1850.66574,,N,0.296659973,N,Multiply probability by state adjustment ratio,2
2014,63,1800,1800,0.444789,0,CARROTS - ACRES HARVESTED,2,30,0.6,1.013,2.987,,N,4.496514077,Y,Omisison-adjustment raster from NLCD,3
2014,64,41400,29468.31457,10.230147,7,ASPARAGUS - ACRES HARVESTED,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,65,169200,163889.4143,41.810166,40,GARLIC - ACRES HARVESTED,4,24.4,0.976,2.39448,5.60552,,N,0.098770569,N,Multiply probability by state adjustment ratio,2
2014,66,360900,360178.5548,89.1801945,89,"MELONS, CANTALOUP - ACRES HARVESTED",26,11.6,3.016,21.03868,30.96132,,N,0.292128524,N,Multiply probability by state adjustment ratio,2
2014,67,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,68,529200,419521.9002,130.767966,104,OLIVES - ACRES BEARING & NON-BEARING,44,20.5,9.02,29.1621,58.8379,,N,0.424440196,N,Multiply probability by state adjustment ratio,2
2014,69,0,0,0,0,ORANGES - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2014,70,89100,86794.84796,22.0170555,21,"MELONS, HONEYDEW - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,71,0,0,0,0,BROCCOLI - ACRES HARVESTED,9,12.6,1.134,7.13457,10.86543,,NA,NA,NA,NA,4
2014,72,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,73,1800,1800,0.444789,0,"PEPPERS, BELL - ACRES HARVESTED; PEPPERS, CHILE - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,74,3600,2082.659657,0.889578,1,POMEGRANATES - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,75,0,0,0,0,NECTARINES - ACRES BEARING & NON-BEARING,11,10.2,1.122,9.15431,12.84569,,NA,NA,NA,NA,4
2014,76,0,0,0,0,"GREENS, COLLARD - ACRES HARVESTED; GREENS, KALE - ACRES HARVESTED; GREENS, MUSTARD - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2014,77,166500,123573.9054,41.1429825,31,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING; PLUMS - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,78,0,0,0,0,STRAWBERRIES - ACRES GROWN,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2014,79,4211100,3784913.281,1040.583866,935,SQUASH - ACRES HARVESTED,42,30.4,12.768,20.99664,63.00336,,N,0.044906771,N,Multiply probability by state adjustment ratio,2
2014,80,0,0,0,0,APRICOTS - ACRES BEARING & NON-BEARING,7,20.3,1.421,4.662455,9.337545,,NA,NA,NA,NA,4
2014,81,123300,5467.439595,30.4680465,1,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,82,0,0,0,0,LETTUCE - ACRES HARVESTED,48,13.2,6.336,37.57728,58.42272,,NA,NA,NA,NA,4
