Year,Crop,CDL_m2,Comm_m2,CDL_Acres,Comm_Acres,CoA_Data_Item(s),CoA_Acres,CV%,SD,LL,UL,Notes,Within_90_CI?,State_Adj_Ratio,Ratio_Greater_Than_1?,Omission-Adjustment,Adjustment_Code
2013,42,23400,22645.7818,5.782257,5.595885912,"PEAS, CHINESE (SUGAR & SNOW) - ACRES HARVESTED; PEAS, GREEN, (EXCL SOUTHERN) - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,43,18351900,18255510.99,4534.84625,4511.028044,"TOMATOES, IN THE OPEN - ACRES HARVESTED","4,439",7.8,346.242,3869.43191,5008.56809,,Y,0.984032898,N,NA,1
2013,44,0,0,0,0,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN; RASPBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2013,45,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2013,46,900,900,0.2223945,0.2223945,"HERBS, FRESH CUT - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,47,27900,26852.8547,6.8942295,6.635474661,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2013,48,4500,4500,1.1119725,1.1119725,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2013,49,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2013,50,89999100,76784405.2,22239.22761,18973.81045,"AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED), CULTIVATED SUMMER FALLOW - ACRES; AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED), IDLE - ACRES","7,620",11.87274951,904.7035128,6131.762721,9108.237279,,N,0.401606205,N,Multiply probability by state adjustment ratio,2
2013,51,1164600,1153513.84,287.778483,285.0390374,"CHERRIES, SWEET - ACRES BEARING & NON-BEARING; CHERRIES, TART - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,52,669600,639360.5104,165.461508,157.9891789,PEACHES - ACRES BEARING & NON-BEARING,859,6.9,59.271,761.499205,956.500795,,N,5.437081235,Y,Omisison-adjustment raster from NLCD,3
2013,53,0,0,0,0,APPLES - ACRES BEARING & NON-BEARING,690,31.4,216.66,333.5943,1046.4057,,NA,NA,NA,NA,4
2013,54,465444000,458703975.2,115013.5396,113348.0458,GRAPES - ACRES BEARING & NON-BEARING,"73,432",6.5,4773.08,65580.2834,81283.7166,,N,0.647845311,N,Multiply probability by state adjustment ratio,2
2013,55,47700,17381.46655,11.7869085,4.295047293,FIGS - ACRES BEARING & NON-BEARING; HAZELNUTS - ACRES BEARING & NON-BEARING; KIWIFRUIT - ACRES BEARING & NON-BEARING; PERSIMMONS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,56,13500,12845.73177,3.3359175,3.17424455,"CITRUS, OTHER - ACRES BEARING & NON-BEARING; LEMONS - ACRES BEARING & NON-BEARING; TANGELOS - ACRES BEARING & NON-BEARING; TANGERINES - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,57,0,0,0,0,PECANS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2013,58,490181400,484774760.8,121126.2748,119790.2673,ALMONDS - ACRES BEARING & NON-BEARING,"92,589",6,5555.34,83450.4657,101727.5343,,N,0.772925899,N,Multiply probability by state adjustment ratio,2
2013,59,3059100,2964300.235,755.9189055,732.4934095,"WALNUTS, ENGLISH - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,60,900,900,0.2223945,0.2223945,PEARS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,61,57175200,56233105.36,14128.2778,13895.4815,PISTACHIOS - ACRES BEARING & NON-BEARING,"38,085",9,3427.65,32446.51575,43723.48425,,N,2.740819021,Y,Omisison-adjustment raster from NLCD,3
2013,62,152100,144141.6432,37.5846705,35.61812074,TRITICALE - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,63,2527200,2516992.671,624.483756,621.9614739,CARROTS - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,64,9000,9000,2.223945,2.223945,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2013,65,27000,26823.85984,6.671835,6.628309887,GARLIC - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,66,356400,355027.5547,88.068222,87.72908389,"MELONS, CANTALOUP - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,67,0,0,0,0,PRUNES - ACRES BEARING & NON-BEARING,894,20.2,180.588,596.93274,1191.06726,,NA,NA,NA,NA,4
2013,68,1413000,1404341.437,349.159365,347.0197909,OLIVES - ACRES BEARING & NON-BEARING,423,20.5,86.715,280.353825,565.646175,,Y,1.218950651,Y,NA,1
2013,69,487800,417933.7518,120.537819,103.2735197,ORANGES - ACRES BEARING & NON-BEARING,"2,813",6.3,177.219,2521.474745,3104.525255,,N,27.23834733,Y,Omisison-adjustment raster from NLCD,3
2013,70,58500,57861.72394,14.4556425,14.29792129,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2013,71,3600,3600,0.889578,0.889578,BROCCOLI - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,72,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2013,73,7200,7200,1.779156,1.779156,"PEPPERS, BELL - ACRES HARVESTED; PEPPERS, CHILE - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,74,2029500,1960443.642,501.4995975,484.4354262,POMEGRANATES - ACRES BEARING & NON-BEARING,"1,478",3.6,53.208,1390.47284,1565.52716,,N,3.050974227,Y,Omisison-adjustment raster from NLCD,3
2013,75,19800,18364.84049,4.892679,4.538043909,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2013,76,0,0,0,0,"GREENS, COLLARD - ACRES HARVESTED; GREENS, KALE - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2013,77,1091700,1059259.227,269.7645285,261.7482512,PLUMS - ACRES BEARING & NON-BEARING,140,16.4,22.96,102.2308,177.7692,,N,0.534865083,N,Multiply probability by state adjustment ratio,2
2013,78,0,0,0,0,STRAWBERRIES - ACRES GROWN,2,13.9,0.278,1.54269,2.45731,,NA,NA,NA,NA,4
2013,79,0,0,0,0,SQUASH - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2013,80,2700,2700,0.6671835,0.6671835,APRICOTS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,81,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2013,82,48600,45365.87808,12.009303,11.2101353,LETTUCE - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,83,0,0,0,0,PUMPKINS - ACRES HARVESTED,30,34.2,10.26,13.1223,46.8777,,NA,NA,NA,NA,4
2013,84,26100,14673.09263,6.4494405,3.625794554,"BLUEBERRIES, TAME - ACRES GROWN",90,57.4,51.66,5.0193,174.9807,,N,24.82214551,Y,Omisison-adjustment raster from NLCD,3
2013,85,22500,22500,5.5598625,5.5598625,"CABBAGE, HEAD - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2013,86,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2013,87,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2013,88,0,0,0,0,RADISHES - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2013,89,0,0,0,0,TURNIPS - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2013,90,0,0,0,0,EGGPLANT - ACRES HARVESTED,23,15.4,3.542,17.17341,28.82659,,NA,NA,NA,NA,4
2013,91,0,0,0,0,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2013,92,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,1,45305100,44791912.03,11195.11674,11068.30542,"CORN, GRAIN - ACRES HARVESTED; CORN, SILAGE - ACRES HARVESTED","24,370",4.941041388,1204.131786,22389.20321,26350.79679,,N,2.201782393,Y,Omisison-adjustment raster from NLCD,3
2014,2,8084700,8029083.384,1997.769794,1984.02665,COTTON - ACRES HARVESTED,"2,091",5.7,119.187,1894.937385,2287.062615,,Y,1.053917295,Y,NA,1
2014,3,1800,1800,0.444789,0.444789,RICE - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,4,262800,258987.142,64.939194,63.99701772,"SORGHUM, SILAGE - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,5,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,6,900,454.2159127,0.2223945,0.112239023,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,7,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,8,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,9,0,0,0,0,SWEET CORN - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2014,10,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,11,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,12,326700,307266.5656,80.7292035,75.9271047,BARLEY - ACRES HARVESTED,614,33,202.62,280.6901,947.3099,,N,8.086703719,Y,Omisison-adjustment raster from NLCD,3
2014,13,160200,147576.4239,39.586221,36.46687222,"WHEAT, SPRING, DURUM - ACRES HARVESTED",201,6.3,12.663,180.169365,221.830635,,N,5.511851929,Y,Omisison-adjustment raster from NLCD,3
2014,14,784800,778068.1545,193.928004,192.2645313,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",590,30.1,177.59,297.86445,882.13555,,N,3.068688728,Y,Omisison-adjustment raster from NLCD,3
2014,15,51327000,48012287,12683.15834,11864.07618,"WHEAT, WINTER - ACRES HARVESTED","2,818",13.3,374.794,2201.46387,3434.53613,,N,0.237523761,N,Multiply probability by state adjustment ratio,2
2014,16,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,17,900,900,0.2223945,0.2223945,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,18,21490200,19525694.51,5310.335871,4824.896741,OATS - ACRES HARVESTED,993,9.3,92.349,841.085895,1144.914105,,N,0.205807513,N,Multiply probability by state adjustment ratio,2
2014,19,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,20,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,21,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,22,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,23,49500,47808.38548,12.2316975,11.81369109,SAFFLOWER - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,24,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,25,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,26,103437000,84395576.33,25559.79989,20854.56889,"HAY, ALFALFA - ACRES HARVESTED; HAYLAGE, ALFALFA - ACRES HARVESTED; LEGUMES, ALFALFA, SEED - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,27,1352023200,785915053.3,334091.6928,194203.5393,"HAY, SMALL GRAIN - ACRES HARVESTED; HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED; HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","15,929",7.766293524,1237.092895,13893.98219,17964.01781,,N,0.082022192,N,Multiply probability by state adjustment ratio,2
2014,28,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,29,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,30,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,31,22500,19811.73745,5.5598625,4.895579382,"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - ACRES HARVESTED",330,23.4,77.22,202.9731,457.0269,,N,67.40775182,Y,Omisison-adjustment raster from NLCD,3
2014,32,52200,35922.84269,12.898881,8.876714044,POTATOES - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,33,161100,155247.0155,39.8086155,38.36231375,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,34,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,35,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,36,1800,1800,0.444789,0.444789,"ARTICHOKES - ACRES HARVESTED;  BEANS, SNAP - ACRES HARVESTED; BEETS - ACRES HARVESTED; BRUSSELS SPROUTS - ACRES HARVESTED; DAIKON - ACRES HARVESTED; ESCAROLE & ENDIVE - ACRES HARVESTED; OKRA - ACRES HARVESTED; PARSLEY - ACRES HARVESTED; SPINACH - ACRES HARVESTED; VEGETABLES, OTHER - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,37,7200,7200,1.779156,1.779156,"MELONS, WATERMELON - ACRES HARVESTED",16,29.8,4.768,8.15664,23.84336,,N,8.993028155,Y,Omisison-adjustment raster from NLCD,3
2014,38,892800,887346.2775,220.615344,219.2677019,"ONIONS, DRY - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,39,0,0,0,0,CUCUMBERS - ACRES HARVESTED,4,60.3,2.412,0.03226,7.96774,,NA,NA,NA,NA,4
2014,40,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,41,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,42,15300,14627.00872,3.7807065,3.614406989,"PEAS, CHINESE (SUGAR & SNOW) - ACRES HARVESTED; PEAS, GREEN, (EXCL SOUTHERN) - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,43,24817500,24629152.76,6132.528338,6085.986793,"TOMATOES, IN THE OPEN - ACRES HARVESTED","4,439",7.8,346.242,3869.43191,5008.56809,,N,0.729380485,N,Multiply probability by state adjustment ratio,2
2014,44,0,0,0,0,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN; RASPBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2014,45,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,46,0,0,0,0,"HERBS, FRESH CUT - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2014,47,7200,5958.45414,1.779156,1.47236381,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,48,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,49,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,50,72903600,65197581.3,18014.84408,16110.64833,"AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED), CULTIVATED SUMMER FALLOW - ACRES; AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED), IDLE - ACRES","7,620",11.87274951,904.7035128,6131.762721,9108.237279,,N,0.472979103,N,Multiply probability by state adjustment ratio,2
2014,51,38700,35133.75534,9.5629635,8.681726613,"CHERRIES, SWEET - ACRES BEARING & NON-BEARING; CHERRIES, TART - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,52,72900,71833.32843,18.0139545,17.75037462,PEACHES - ACRES BEARING & NON-BEARING,859,6.9,59.271,761.499205,956.500795,,N,48.39334484,Y,Omisison-adjustment raster from NLCD,3
2014,53,1800,1490.438973,0.444789,0.368294923,APPLES - ACRES BEARING & NON-BEARING,690,31.4,216.66,333.5943,1046.4057,,N,1873.498541,Y,Omisison-adjustment raster from NLCD,3
2014,54,595744200,567889494,147211.3705,140328.3334,GRAPES - ACRES BEARING & NON-BEARING,"73,432",6.5,4773.08,65580.2834,81283.7166,,N,0.523287053,N,Multiply probability by state adjustment ratio,2
2014,55,11700,11700,2.8911285,2.8911285,FIGS - ACRES BEARING & NON-BEARING; HAZELNUTS - ACRES BEARING & NON-BEARING; KIWIFRUIT - ACRES BEARING & NON-BEARING; PERSIMMONS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,56,1800,1208.803048,0.444789,0.298701277,"CITRUS, OTHER - ACRES BEARING & NON-BEARING; LEMONS - ACRES BEARING & NON-BEARING; TANGELOS - ACRES BEARING & NON-BEARING; TANGERINES - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,57,3600,1694.18765,0.889578,0.418642239,PECANS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,58,450859500,447868457.3,111409.6367,110670.5351,ALMONDS - ACRES BEARING & NON-BEARING,"92,589",6,5555.34,83450.4657,101727.5343,,N,0.836618345,N,Multiply probability by state adjustment ratio,2
2014,59,3503700,3364646.147,865.7817885,831.4208861,"WALNUTS, ENGLISH - ACRES BEARING & NON-BEARING",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,60,0,0,0,0,PEARS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2014,61,25924500,25477051.42,6406.073573,6295.50679,PISTACHIOS - ACRES BEARING & NON-BEARING,"38,085",9,3427.65,32446.51575,43723.48425,,N,6.049552684,Y,Omisison-adjustment raster from NLCD,3
2014,62,727200,709930.3002,179.694756,175.4273268,TRITICALE - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,63,3662100,3632311.578,904.9232205,897.5623526,CARROTS - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,64,450000,449223.9147,111.19725,111.0054755,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,65,658800,649369.2216,162.792774,160.4623815,GARLIC - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,66,455400,442593.0628,112.531617,109.3669588,"MELONS, CANTALOUP - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,67,0,0,0,0,PRUNES - ACRES BEARING & NON-BEARING,894,20.2,180.588,596.93274,1191.06726,,NA,NA,NA,NA,4
2014,68,1521900,1502649.575,376.0690995,371.3122232,OLIVES - ACRES BEARING & NON-BEARING,423,20.5,86.715,280.353825,565.646175,,Y,1.139203004,Y,NA,1
2014,69,704700,696759.1364,174.1348935,172.1726664,ORANGES - ACRES BEARING & NON-BEARING,"2,813",6.3,177.219,2521.474745,3104.525255,,N,16.33824961,Y,Omisison-adjustment raster from NLCD,3
2014,70,4500,4500,1.1119725,1.1119725,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,71,0,0,0,0,BROCCOLI - ACRES HARVESTED,NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2014,72,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,73,7200,7200,1.779156,1.779156,"PEPPERS, BELL - ACRES HARVESTED; PEPPERS, CHILE - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,6
2014,74,1143000,1084644.534,282.441015,268.0210876,POMEGRANATES - ACRES BEARING & NON-BEARING,"1,478",3.6,53.208,1390.47284,1565.52716,,N,5.514491465,Y,Omisison-adjustment raster from NLCD,3
2014,75,19800,19800,4.892679,4.892679,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,76,0,0,0,0,"GREENS, COLLARD - ACRES HARVESTED; GREENS, KALE - ACRES HARVESTED",NA,NA,NA,NA,NA,"(D), acreage withheld",NA,NA,NA,NA,4
2014,77,138600,136497.9187,34.248753,33.7293182,PLUMS - ACRES BEARING & NON-BEARING,140,16.4,22.96,102.2308,177.7692,,N,4.150691667,Y,Omisison-adjustment raster from NLCD,3
2014,78,900,900,0.2223945,0.2223945,STRAWBERRIES - ACRES GROWN,2,13.9,0.278,1.54269,2.45731,,N,8.993028155,Y,Omisison-adjustment raster from NLCD,3
