Year,Crop,CDL_m2,Comm_m2,CDL_Acres,Comm_Acres,CoA_Data_Item(s),CoA_Acres,CV%,SD,LL,UL,Notes,Within_90_CI?,State_Adj_Ratio,Ratio_Greater_Than_1?,Omission-Adjustment,Adjustment_Code
2013,81,56700,14496.59943,14.0108535,3.582182203,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2013,82,900,900,0.2223945,0.2223945,LETTUCE - ACRES HARVESTED,118,13.2,15.576,92.37748,143.62252,,N,530.5886611,Y,Omisison-adjustment raster from NLCD,3
2013,83,4308300,4247985.834,1064.602472,1049.698539,PUMPKINS - ACRES HARVESTED,3441,34.2,1176.822,1505.12781,5376.87219,,N,3.278084012,Y,Omisison-adjustment raster from NLCD,3
2013,84,84600,83739.2785,20.905083,20.69239441,"BLUEBERRIES, TAME - ACRES GROWN",327,57.4,187.698,18.23679,635.76321,,Y,15.80290775,Y,NA,1
2013,85,0,0,0,0,"CABBAGE, HEAD - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2013,86,0,0,0,0,CAULIFLOWER - ACRES HARVESTED,15,14.7,2.205,11.372775,18.627225,,NA,NA,NA,NA,4
2013,87,0,0,0,0,CELERY - ACRES HARVESTED,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2013,88,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2013,89,0,0,0,0,TURNIPS - ACRES HARVESTED,NA,NA,NA,NA,NA,(H),NA,NA,NA,NA,4
2013,90,0,0,0,0,EGGPLANT - ACRES HARVESTED,224,15.4,34.496,167.25408,280.74592,,NA,NA,NA,NA,4
2013,91,0,0,0,0,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4
2013,92,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,1,299763000,297454639.7,74072.93612,73502.52875,"CORN, GRAIN - ACRES HARVESTED; CORN, SILAGE - ACRES HARVESTED",97570,3.07707925,3002.306224,92631.20626,102508.7937,,N,1.327437323,Y,Omisison-adjustment raster from NLCD,3
2014,2,424800,414386.704,104.970204,102.3970265,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,3,13428900,13411214.77,3318.348335,3313.978226,RICE - ACRES HARVESTED,4211,10.2,429.522,3504.43631,4917.56369,,N,1.270678234,Y,Omisison-adjustment raster from NLCD,3
2014,4,155700,144735.1908,38.4742485,35.76478932,"SORGHUM, GRAIN - ACRES HARVESTED; SORGHUM, SILAGE - ACRES HARVESTED",1200,14.84658147,178.1589777,906.9284817,1493.071518,,N,33.5525533,Y,Omisison-adjustment raster from NLCD,3
2014,5,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,6,239400,213784.9151,59.156937,52.82732146,SUNFLOWER - ACRES HARVESTED,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,7,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,8,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,9,1560600,1521718.084,385.632063,376.0241472,SWEET CORN - ACRES HARVESTED,2935,11.9,349.265,2360.459075,3509.540925,,N,7.805349794,Y,Omisison-adjustment raster from NLCD,3
2014,10,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,11,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,12,19800,10082.15345,4.892679,2.491350529,BARLEY - ACRES HARVESTED,716,33,236.28,327.3194,1104.6806,,N,287.3943235,Y,Omisison-adjustment raster from NLCD,3
2014,13,4500,4500,1.1119725,1.1119725,"WHEAT, SPRING, DURUM - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,14,628200,620715.0078,155.231361,153.381782,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,15,110806200,107475065.6,27380.76605,26557.62609,"WHEAT, WINTER - ACRES HARVESTED",24904,13.3,3312.232,19455.37836,30352.62164,,Y,0.937734416,N,NA,1
2014,16,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,17,96300,96300,23.7962115,23.7962115,RYE - ACRES HARVESTED,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,18,69236100,67242093.77,17108.58649,16615.85758,OATS - ACRES HARVESTED,1890,9.3,175.77,1600.85835,2179.14165,,N,0.113746762,N,Multiply probability by state adjustment ratio,2
2014,19,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,20,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,21,4500,0,1.1119725,0,,0,0,0,0,0,,NA,NA,NA,NA,5
2014,22,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,23,13293900,13128171.11,3284.98916,3244.036722,SAFFLOWER - ACRES HARVESTED,3386,5.5,186.23,3079.65165,3692.34835,,Y,1.043761304,Y,NA,1
2014,24,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,25,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,26,337232700,274356580.5,83331.88633,67794.88283,"HAY, ALFALFA - ACRES HARVESTED; HAYLAGE, ALFALFA - ACRES HARVESTED; LEGUMES, ALFALFA, SEED - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,27,733158000,463435266.6,181167.0076,114517.1716,"HAY, SMALL GRAIN - ACRES HARVESTED; HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED; HAY, WILD - ACRES HARVESTED; HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",39876,7.770719817,3098.652234,34778.71707,44973.28293,,N,0.348209788,N,Multiply probability by state adjustment ratio,2
2014,28,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,29,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,30,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,31,10976400,10881172.76,2712.323322,2688.792196,"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - ACRES HARVESTED; BEANS, DRY EDIBLE, LIMA - ACRES HARVESTED",7032,27.99870551,1968.868972,3793.210541,10270.78946,,N,2.615300658,Y,Omisison-adjustment raster from NLCD,3
2014,32,9172800,9110556.254,2266.644744,2251.264003,POTATOES - ACRES HARVESTED,2952,13.5,398.52,2296.4346,3607.5654,,N,1.31126336,Y,Omisison-adjustment raster from NLCD,3
2014,33,3241800,3220148.105,801.064989,795.7146975,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,34,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,35,8100,0,2.0015505,0,SWEET POTATOES - ACRES HARVESTED,NA,NA,NA,NA,NA,,NA,NA,NA,NA,5
2014,36,46800,45971.25369,11.564514,11.35972664,"BEANS, GREEN, LIMA - ACRES HARVESTED; BEANS, SNAP - ACRES HARVESTED; BEETS - ACRES HARVESTED; CHICORY - ACRES HARVESTED; BRUSSELS SPROUTS - ACRES HARVESTED; DAIKON - ACRES HARVESTED; ESCAROLE & ENDIVE - ACRES HARVESTED; OKRA - ACRES HARVESTED; SPINACH - ACRES HARVESTED; VEGETABLES, OTHER - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,37,4322700,4293125.658,1068.160784,1060.852816,"MELONS, WATERMELON - ACRES HARVESTED",3048,29.8,908.304,1553.83992,4542.16008,,N,2.873160117,Y,Omisison-adjustment raster from NLCD,3
2014,38,2619900,2606081.348,647.3903895,643.9757315,"ONIONS, DRY - ACRES HARVESTED; ONIONS, GREEN - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,39,0,0,0,0,CUCUMBERS - ACRES HARVESTED,2848,60.3,1717.344,22.96912,5673.03088,,NA,NA,NA,NA,4
2014,40,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,41,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,42,4176000,4025989.419,1031.91048,994.8421153,"PEAS, GREEN, (EXCL SOUTHERN) - ACRES HARVESTED; PEAS, GREEN, SOUTHERN (COWPEAS) - ACRES HARVESTED",NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,43,201177000,199328220.6,49711.84259,49254.99994,"TOMATOES, IN THE OPEN - ACRES HARVESTED",30942,7.8,2413.476,26971.83198,34912.16802,,N,0.628200183,N,Multiply probability by state adjustment ratio,2
2014,44,0,0,0,0,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN; BOYSENBERRIES - ACRES GROWN; RASPBERRIES - ACRES GROWN",18,21.29295731,3.832732315,11.69515534,24.30484466,,NA,NA,NA,NA,4
2014,45,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,46,194400,192665.5922,48.037212,47.60863117,"HERBS, FRESH CUT - ACRES HARVESTED",12,17.2,2.064,8.60472,15.39528,,N,0.252055136,N,Multiply probability by state adjustment ratio,2
2014,47,6282000,5774808.611,1552.31361,1426.984082,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,48,11380500,11199843.76,2812.178453,2767.537391,SOD - ACRES HARVESTED,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,49,0,0,0,0,,0,0,0,0,0,,NA,NA,NA,NA,4
2014,50,70453800,66090838.25,17409.48625,16331.37659,"AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED), CULTIVATED SUMMER FALLOW - ACRES; AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED), IDLE - ACRES",19043,11.47993141,2186.123338,15446.82711,22639.17289,,Y,1.166037652,Y,NA,1
2014,51,39548700,39108994.67,9772.681514,9664.028127,"CHERRIES, SWEET - ACRES BEARING & NON-BEARING",17468,21.9,3825.492,11175.06566,23760.93434,,N,1.807527852,Y,Omisison-adjustment raster from NLCD,3
2014,52,1063800,1056882.352,262.870299,261.1609136,PEACHES - ACRES BEARING & NON-BEARING,2568,6.9,177.192,2276.51916,2859.48084,,N,9.833018138,Y,Omisison-adjustment raster from NLCD,3
2014,53,77400,68663.61842,19.125927,16.96712343,APPLES - ACRES BEARING & NON-BEARING,1625,31.4,510.25,785.63875,2464.36125,,N,95.7734531,Y,Omisison-adjustment raster from NLCD,3
2014,54,513879300,496682871.9,126982.1444,122732.8211,GRAPES - ACRES BEARING & NON-BEARING,106753,6.5,6938.945,95338.43548,118167.5645,,N,0.869799937,N,Multiply probability by state adjustment ratio,2
2014,55,23400,22313.75849,5.782257,5.513841291,CHESTNUTS - ACRES BEARING & NON-BEARING; FIGS - ACRES BEARING & NON-BEARING; KIWIFRUIT - ACRES BEARING & NON-BEARING; PERSIMMONS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,56,0,0,0,0,GRAPEFRUIT - ACRES BEARING & NON-BEARING; LEMONS - ACRES BEARING & NON-BEARING; TANGERINES - ACRES BEARING & NON-BEARING,187,6.080529977,11.37059106,168.2953777,205.7046223,,NA,NA,NA,NA,4
2014,57,3600,3600,0.889578,0.889578,PECANS - ACRES BEARING & NON-BEARING,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6
2014,58,230228100,226853747.9,56890.51465,56056.69537,ALMONDS - ACRES BEARING & NON-BEARING,54283,6,3256.98,48925.2679,59640.7321,,Y,0.968358902,N,NA,1
2014,59,255705300,250187057.3,63186.05816,61822.47279,"WALNUTS, ENGLISH - ACRES BEARING & NON-BEARING",48850,9.9,4836.15,40894.53325,56805.46675,,N,0.790165741,N,Multiply probability by state adjustment ratio,2
2014,60,741600,642674.2812,183.253068,158.8080283,PEARS - ACRES BEARING & NON-BEARING,610,13.8,84.18,471.5239,748.4761,,N,3.841115633,Y,Omisison-adjustment raster from NLCD,3
2014,61,99900,91257.2806,24.6857895,22.55013032,PISTACHIOS - ACRES BEARING & NON-BEARING,597,9,53.73,508.61415,685.38585,,N,26.47434811,Y,Omisison-adjustment raster from NLCD,3
2014,62,17265600,16438378.27,4266.416088,4062.005462,TRITICALE - ACRES HARVESTED,5787,9.7,561.339,4863.597345,6710.402655,,N,1.424665736,Y,Omisison-adjustment raster from NLCD,3
2014,63,1800,1800,0.444789,0.444789,CARROTS - ACRES HARVESTED,103,30,30.9,52.1695,153.8305,,N,231.570475,Y,Omisison-adjustment raster from NLCD,3
2014,64,4822200,4703743.295,1191.589731,1162.318487,ASPARAGUS - ACRES HARVESTED,4807,11.9,572.033,3866.005715,5747.994285,,N,4.135699513,Y,Omisison-adjustment raster from NLCD,3
2014,65,18900,18900,4.6702845,4.6702845,GARLIC - ACRES HARVESTED,7,24.4,1.708,4.19034,9.80966,,Y,1.498838026,Y,NA,1
2014,66,9900,9900,2.4463395,2.4463395,"MELONS, CANTALOUP - ACRES HARVESTED",97,11.6,11.252,78.49046,115.50954,,N,39.65107868,Y,Omisison-adjustment raster from NLCD,3
2014,67,0,0,0,0,PRUNES - ACRES BEARING & NON-BEARING,2,20.2,0.404,1.33542,2.66458,,NA,NA,NA,NA,4
2014,68,9077400,8645381.307,2243.070927,2136.316948,OLIVES - ACRES BEARING & NON-BEARING,3104,20.5,636.32,2057.2536,4150.7464,,Y,1.452967924,Y,NA,1
2014,69,1800,1800,0.444789,0.444789,ORANGES - ACRES BEARING & NON-BEARING,726,6.3,45.738,650.76099,801.23901,,N,1632.23461,Y,Omisison-adjustment raster from NLCD,3
2014,70,84600,84600,20.905083,20.905083,,0,0,0,0,0,,N,0,N,Multiply probability by state adjustment ratio,2
2014,71,0,0,0,0,BROCCOLI - ACRES HARVESTED,94,12.6,11.844,74.51662,113.48338,,NA,NA,NA,NA,4
